Elapsed Time,Ch1,BioRadio Event,
00:00:00,1.43851554393768,0,
00:00:00.004,-1.36889839172363,0,
00:00:00.008,-1.13585996627808,0,
00:00:00.012,-0.124662965536118,0,
00:00:00.016,0.580297589302063,0,
00:00:00.02,0.711872160434723,0,
00:00:00.024,0.443516910076141,0,
00:00:00.028,0.0595425069332123,0,
00:00:00.032,-0.212237477302551,0,
00:00:00.036,-0.289049386978149,0,
00:00:00.04,-0.20677824318409,0,
00:00:00.044,-0.0754790678620338,0,
00:00:00.048,0.0280140209943056,0,
00:00:00.052,0.0809738263487816,0,
00:00:00.056,0.0824414268136024,0,
00:00:00.06,0.0432914756238461,0,
00:00:00.064,-0.00349313858896494,0,
00:00:00.068,-0.0226672682911158,0,
00:00:00.072,-0.0252839885652065,0,
00:00:00.076,-0.0143256084993482,0,
00:00:00.08,-0.00627995748072863,0,
00:00:00.084,0.000874065677635372,0,
00:00:00.088,0.00962881091982126,0,
00:00:00.092,0.0109349237754941,0,
00:00:00.096,0.00202413043007255,0,
00:00:00.1,-0.00649891886860132,0,
00:00:00.104,-0.00144925422500819,0,
00:00:00.108,0.00914481375366449,0,
00:00:00.112,-0.00470794597640634,0,
00:00:00.116,-0.0080826748162508,0,
00:00:00.12,-0.00261515472084284,0,
00:00:00.124,0.006717583630234,0,
00:00:00.128,0.00456943782046437,0,
00:00:00.132,-0.00399420643225312,0,
00:00:00.136,-0.00269404565915465,0,
00:00:00.14,0.00452873762696981,0,
00:00:00.144,0.0022084447555244,0,
00:00:00.148,-0.00539916660636663,0,
00:00:00.152,-0.000849988602567464,0,
00:00:00.156,0.00103150389622897,0,
00:00:00.16,0.00539043080061674,0,
00:00:00.164,-0.00534263672307134,0,
00:00:00.168,-0.00334659218788147,0,
00:00:00.172,0.00291514908894897,0,
00:00:00.176,0.00516919419169426,0,
00:00:00.18,-0.00292285368777812,0,
00:00:00.184,-0.00240719667635858,0,
00:00:00.188,0.0041130967438221,0,
00:00:00.192,0.00158802641090006,0,
00:00:00.196,-0.00374536123126745,0,
00:00:00.2,-0.00498577114194632,0,
00:00:00.204,0.00153780425898731,0,
00:00:00.208,0.00504155969247222,0,
00:00:00.212,0.00201114523224533,0,
00:00:00.216,-0.007457644212991,0,
00:00:00.22,0.00136815942823887,0,
00:00:00.224,0.00499295862391591,0,
00:00:00.228,-0.000468073878437281,0,
00:00:00.232,-0.00395066943019629,0,
00:00:00.236,-0.00142812950070947,0,
00:00:00.24,0.00540297757834196,0,
00:00:00.244,0.00236509530805051,0,
00:00:00.248,-0.00362789654172957,0,
00:00:00.252,-0.00529602123424411,0,
00:00:00.256,0.0011241021566093,0,
00:00:00.26,0.00475513283163309,0,
00:00:00.264,-0.00222340016625822,0,
00:00:00.268,-0.00135651137679815,0,
00:00:00.272,0.0048889396712184,0,
00:00:00.276,0.00184392649680376,0,
00:00:00.28,-0.00599589943885803,0,
00:00:00.284,-0.00129526015371084,0,
00:00:00.288,0.000885821064002812,0,
00:00:00.292,0.00341742159798741,0,
00:00:00.296,-0.00315830227918923,0,
00:00:00.3,0.000554733444005251,0,
00:00:00.304,-0.00086838862625882,0,
00:00:00.308,0.00465720659121871,0,
00:00:00.312,0.00161021749954671,0,
00:00:00.316,-0.00810750480741262,0,
00:00:00.32,0.0007915262831375,0,
00:00:00.324,0.00474560027942061,0,
00:00:00.328,0.00170737120788544,0,
00:00:00.332,-0.00770764471963048,0,
00:00:00.336,-0.000793534563854337,0,
00:00:00.34,0.00912981014698744,0,
00:00:00.344,-0.000623078958597034,0,
00:00:00.348,-0.00316695193760097,0,
00:00:00.352,-0.00431890832260251,0,
00:00:00.356,0.00359939504414797,0,
00:00:00.36,0.000476904155220836,0,
00:00:00.364,-0.000311566895106807,0,
00:00:00.368,-0.00228309957310557,0,
00:00:00.372,0.00202366756275296,0,
00:00:00.376,0.00596788991242647,0,
00:00:00.38,-0.00570260779932141,0,
00:00:00.384,-0.00418248912319541,0,
00:00:00.388,0.00426284968852997,0,
00:00:00.392,0.00288432464003563,0,
00:00:00.396,-0.00238886312581599,0,
00:00:00.4,-0.00424368632957339,0,
00:00:00.404,-0.000521715846844018,0,
00:00:00.408,0.0065741091966629,0,
00:00:00.412,0.00104249839205295,0,
00:00:00.416,-0.00359471212141216,0,
00:00:00.42,8.06573807494715E-05,0,
00:00:00.424,0.00258435681462288,0,
00:00:00.428,0.000119526514026802,0,
00:00:00.432,-0.00605431059375405,0,
00:00:00.436,-0.0023071588948369,0,
00:00:00.44,0.00617798278108239,0,
00:00:00.444,0.00177246751263738,0,
00:00:00.448,-0.000452664942713454,0,
00:00:00.452,-0.00320559251122177,0,
00:00:00.456,0.00106806051917374,0,
00:00:00.46,0.00335268164053559,0,
00:00:00.464,-0.00169965892564505,0,
00:00:00.468,-0.00424712663516402,0,
00:00:00.472,0.00106480426620692,0,
00:00:00.476,0.00408051256090403,0,
00:00:00.48,-0.000853509700391442,0,
00:00:00.484,-0.00371978455223143,0,
00:00:00.488,0.00115649576764554,0,
00:00:00.492,0.00386330182664096,0,
00:00:00.496,-0.00116612680722028,0,
00:00:00.5,-0.0039577903226018,0,
00:00:00.504,0.00106271135155112,0,
00:00:00.508,0.00389354838989675,0,
00:00:00.512,0.00099928118288517,0,
00:00:00.516,-0.00584726687520742,0,
00:00:00.52,-0.00260832509957254,0,
00:00:00.524,0.00569570576772094,0,
00:00:00.528,0.00138540915213525,0,
00:00:00.532,-0.0026959499809891,0,
00:00:00.536,0.000877576705534011,0,
00:00:00.54,0.00294541148468852,0,
00:00:00.544,-0.00202635303139687,0,
