Elapsed Time,Ch1,BioRadio Event,
00:00:00,1.37624216079712,0,
00:00:00.004,-1.30756294727325,0,
00:00:00.008,-1.08857405185699,0,
00:00:00.012,-0.120993852615356,0,
00:00:00.016,0.552762746810913,0,
00:00:00.02,0.688012778759003,0,
00:00:00.024,0.423319011926651,0,
00:00:00.028,0.0504644475877285,0,
00:00:00.032,-0.202448099851608,0,
00:00:00.036,-0.269090443849564,0,
00:00:00.04,-0.194595038890839,0,
00:00:00.044,-0.0805039629340172,0,
00:00:00.048,0.028291841968894,0,
00:00:00.052,0.0748685300350189,0,
00:00:00.056,0.0825697258114815,0,
00:00:00.06,0.0411475338041782,0,
00:00:00.064,-0.00670735072344542,0,
00:00:00.068,-0.0202466677874327,0,
00:00:00.072,-0.0202517118304968,0,
00:00:00.076,-0.0169356986880302,0,
00:00:00.08,-0.00819870363920927,0,
00:00:00.084,0.00329387071542442,0,
00:00:00.088,0.0133387744426727,0,
00:00:00.092,0.0108442464843392,0,
00:00:00.096,-0.00492433598265052,0,
00:00:00.1,-0.00760203320533037,0,
00:00:00.104,0.00437767896801233,0,
00:00:00.108,0.00523287709802389,0,
00:00:00.112,-0.00471922289580107,0,
00:00:00.116,-0.00865101907402277,0,
00:00:00.12,0.00279216933995485,0,
00:00:00.124,0.00896809250116348,0,
00:00:00.128,-0.00122297497000545,0,
00:00:00.132,-0.00739544397220016,0,
00:00:00.136,0.00205610739067197,0,
00:00:00.14,0.00531581463292241,0,
00:00:00.144,0.00147652917075902,0,
00:00:00.148,-0.00833501853048801,0,
00:00:00.152,-0.00137384457048029,0,
00:00:00.156,0.00884088780730963,0,
00:00:00.16,0.00146919523831457,0,
00:00:00.164,-0.00702357897534966,0,
00:00:00.168,-0.00584307406097651,0,
00:00:00.172,0.00717972684651613,0,
00:00:00.176,0.00524915382266045,0,
00:00:00.18,-0.00611816393211484,0,
00:00:00.184,0.000793132756371051,0,
00:00:00.188,0.00360003323294222,0,
00:00:00.192,0.000435200927313417,0,
00:00:00.196,-0.00638858368620276,0,
00:00:00.2,-0.00287240068428218,0,
00:00:00.204,0.00367327546700835,0,
00:00:00.208,0.00775867467746139,0,
00:00:00.212,-0.00680924393236637,0,
00:00:00.216,-0.00215190090239048,0,
00:00:00.22,0.00541710434481502,0,
00:00:00.224,0.00455865729600191,0,
00:00:00.228,-0.00765364244580269,0,
00:00:00.232,-0.00502137048169971,0,
00:00:00.236,0.0025126077234745,0,
00:00:00.24,0.00573051813989878,0,
00:00:00.244,-0.00203774450346828,0,
00:00:00.248,-0.00379819027148187,0,
00:00:00.252,0.00635316036641598,0,
00:00:00.256,0.00312976306304336,0,
00:00:00.26,-0.00176635349635035,0,
00:00:00.264,-0.0101387677714229,0,
00:00:00.268,-0.00137223361525685,0,
00:00:00.272,0.00991680659353733,0,
00:00:00.276,0.0026858348865062,0,
00:00:00.28,-0.00627425312995911,0,
00:00:00.284,-0.00363153824582696,0,
00:00:00.288,0.00491265812888741,0,
00:00:00.292,0.00318556046113372,0,
00:00:00.296,-0.00246226042509079,0,
00:00:00.3,-0.00658873841166496,0,
00:00:00.304,0.00326312519609928,0,
00:00:00.308,0.00817004591226578,0,
00:00:00.312,-0.00240867584943771,0,
00:00:00.316,-0.00825746543705463,0,
00:00:00.32,0.00386349461041391,0,
00:00:00.324,0.00355572369880974,0,
00:00:00.328,-0.00182443810626864,0,
00:00:00.332,-0.00617574993520975,0,
00:00:00.336,0.00336214178241789,0,
00:00:00.34,0.00806254986673594,0,
00:00:00.344,-0.000496309192385525,0,
00:00:00.348,-0.0103464452549815,0,
00:00:00.352,-0.00195909943431616,0,
00:00:00.356,0.00736557180061936,0,
00:00:00.36,0.00443838350474834,0,
00:00:00.364,-0.00464469334110618,0,
00:00:00.368,-0.00336450454778969,0,
00:00:00.372,0.0041655614040792,0,
00:00:00.376,0.00220764800906181,0,
00:00:00.38,-0.00517084309831262,0,
00:00:00.384,-0.004728261847049,0,
00:00:00.388,0.00932018551975489,0,
00:00:00.392,0.00270548812113702,0,
00:00:00.396,-0.00633943825960159,0,
00:00:00.4,-0.00590193597599864,0,
00:00:00.404,0.00670332415029407,0,
00:00:00.408,0.00682998728007078,0,
00:00:00.412,-0.0062902644276619,0,
00:00:00.416,-0.0069875200279057,0,
00:00:00.42,0.00588503573089838,0,
00:00:00.424,0.00457280082628131,0,
00:00:00.428,-0.00195952202193439,0,
00:00:00.432,-0.00483540538698435,0,
00:00:00.436,0.000658756413031369,0,
00:00:00.44,0.00396825606003404,0,
00:00:00.444,-0.000761675997637212,0,
00:00:00.448,-0.00356516381725669,0,
00:00:00.452,0.00126971723511815,0,
00:00:00.456,0.00389708182774484,0,
00:00:00.46,-0.00119657278992236,0,
00:00:00.464,-0.00401414325460792,0,
00:00:00.468,0.00309065589681268,0,
00:00:00.472,-0.000180021204869263,0,
00:00:00.476,0.00133455859031528,0,
00:00:00.48,-0.0043667983263731,0,
00:00:00.484,-0.00157183443661779,0,
00:00:00.488,0.00589088629931211,0,
00:00:00.492,0.000990451546385884,0,
00:00:00.496,-0.00117263791617006,0,
00:00:00.5,-0.00356153957545757,0,
00:00:00.504,0.00109090062323958,0,
00:00:00.508,0.00567046646028757,0,
00:00:00.512,-0.00548080774024129,0,
00:00:00.516,-0.00374185340479016,0,
00:00:00.52,0.0025712694041431,0,
00:00:00.524,0.00504779303446412,0,
00:00:00.528,0.00132230808958411,0,
00:00:00.532,-0.00823531020432711,0,
00:00:00.536,-0.0011631086235866,0,
00:00:00.54,0.00900354236364365,0,
00:00:00.544,0.00151256856042892,0,
00:00:00.548,-0.00708254938945174,0,
00:00:00.552,-0.00386845506727695,0,
00:00:00.556,0.00511831557378173,0,
00:00:00.56,0.00564101198688149,0,
00:00:00.564,-0.00619335938245058,0,
00:00:00.568,-0.00610712636262178,0,
00:00:00.572,0.00678836414590478,0,
00:00:00.576,0.00503406580537558,0,
00:00:00.58,-0.00407809251919389,0,
00:00:00.584,-0.00320641580037773,0,
00:00:00.588,0.00398792466148734,0,
00:00:00.592,-0.000158276452566497,0,
00:00:00.596,-0.00133781752083451,0,
00:00:00.6,-0.00305789243429899,0,
00:00:00.604,0.00177856686059386,0,
00:00:00.608,0.00409771036356688,0,
00:00:00.612,-0.00332580204121768,0,
00:00:00.616,-0.00218647415749729,0,
00:00:00.62,0.00254288199357688,0,
00:00:00.624,0.00609401427209377,0,
00:00:00.628,-0.00385223678313196,0,
00:00:00.632,-0.00853408221155405,0,
00:00:00.636,0.00442607514560223,0,
00:00:00.64,0.00436145393177867,0,
00:00:00.644,-0.00123648473527282,0,
00:00:00.648,-0.00597876030951738,0,
00:00:00.652,0.00323912431485951,0,
